dispatch_id,order_id,dispatch_date,days_late,delay_reason
DSP-2023-00912,SO-2023-00912,2023-07-21,-2,
DSP-2023-00913,SO-2023-00913,2023-08-11,-1,
DSP-2023-00914,SO-2023-00914,2023-08-06,-1,
DSP-2023-00915,SO-2023-00915,2023-08-04,6,Material shortage
DSP-2023-00916,SO-2023-00916,2023-08-16,5,QC hold
DSP-2023-00917,SO-2023-00917,2023-08-12,0,
DSP-2023-00918,SO-2023-00918,2023-08-08,0,
DSP-2023-00919,SO-2023-00919,2023-08-09,0,
DSP-2023-00920,SO-2023-00920,2023-07-29,-2,
DSP-2023-00921,SO-2023-00921,2023-07-26,-2,
DSP-2023-00922,SO-2023-00922,2023-08-07,0,
DSP-2023-00923,SO-2023-00923,2023-08-02,11,Customer reschedule
DSP-2023-00924,SO-2023-00924,2023-07-29,-1,
DSP-2023-00925,SO-2023-00925,2023-07-25,-2,
DSP-2023-00926,SO-2023-00926,2023-07-20,0,
DSP-2023-00927,SO-2023-00927,2023-08-15,12,Logistics scheduling
DSP-2023-00928,SO-2023-00928,2023-07-30,-1,
DSP-2023-00929,SO-2023-00929,2023-07-26,0,
DSP-2023-00930,SO-2023-00930,2023-07-12,-2,
DSP-2023-00931,SO-2023-00931,2023-07-23,0,
DSP-2023-00932,SO-2023-00932,2023-07-14,5,Production backlog
DSP-2023-00933,SO-2023-00933,2023-07-22,-2,
DSP-2023-00934,SO-2023-00934,2023-08-11,1,Logistics scheduling
DSP-2023-00935,SO-2023-00935,2023-07-24,-1,
DSP-2023-00936,SO-2023-00936,2023-07-25,2,Customer reschedule
DSP-2023-00937,SO-2023-00937,2023-08-05,9,Customer reschedule
DSP-2023-00938,SO-2023-00938,2023-07-31,-2,
DSP-2023-00939,SO-2023-00939,2023-08-02,-1,
DSP-2023-00940,SO-2023-00940,2023-08-14,-1,
DSP-2023-00941,SO-2023-00941,2023-07-18,0,
DSP-2023-00942,SO-2023-00942,2023-08-13,8,Packaging delay
DSP-2023-00943,SO-2023-00943,2023-07-09,-1,
DSP-2023-00944,SO-2023-00944,2023-07-27,-1,
DSP-2023-00945,SO-2023-00945,2023-08-02,-2,
DSP-2023-00946,SO-2023-00946,2023-08-14,0,
DSP-2023-00947,SO-2023-00947,2023-07-29,0,
DSP-2023-00948,SO-2023-00948,2023-07-26,-1,
DSP-2023-00949,SO-2023-00949,2023-08-18,12,Customer reschedule
DSP-2023-00950,SO-2023-00950,2023-07-19,-1,
DSP-2023-00951,SO-2023-00951,2023-07-24,-2,
DSP-2023-00952,SO-2023-00952,2023-08-01,0,
DSP-2023-00953,SO-2023-00953,2023-07-27,-1,
DSP-2023-00954,SO-2023-00954,2023-07-31,-1,
DSP-2023-00955,SO-2023-00955,2023-08-18,1,Packaging delay
DSP-2023-00956,SO-2023-00956,2023-07-30,-1,
DSP-2023-00957,SO-2023-00957,2023-07-23,1,Customer reschedule
DSP-2023-00958,SO-2023-00958,2023-07-18,-2,
DSP-2023-00959,SO-2023-00959,2023-07-23,0,
DSP-2023-00960,SO-2023-00960,2023-07-31,-1,
DSP-2023-00961,SO-2023-00961,2023-08-21,0,
DSP-2023-00962,SO-2023-00962,2023-07-18,-2,
DSP-2023-00963,SO-2023-00963,2023-08-01,0,
DSP-2023-00964,SO-2023-00964,2023-07-27,-1,
DSP-2023-00965,SO-2023-00965,2023-07-21,-1,
DSP-2023-00966,SO-2023-00966,2023-07-30,3,Logistics scheduling
DSP-2023-00967,SO-2023-00967,2023-08-15,0,
DSP-2023-00968,SO-2023-00968,2023-08-09,-2,
DSP-2023-00969,SO-2023-00969,2023-08-17,-1,
DSP-2023-00970,SO-2023-00970,2023-07-23,-1,
DSP-2023-00971,SO-2023-00971,2023-07-31,-1,
DSP-2023-00972,SO-2023-00972,2023-08-02,0,
DSP-2023-00973,SO-2023-00973,2023-08-16,0,
DSP-2023-00974,SO-2023-00974,2023-07-12,-1,
DSP-2023-00975,SO-2023-00975,2023-08-16,0,
DSP-2023-00976,SO-2023-00976,2023-07-21,0,
DSP-2023-00977,SO-2023-00977,2023-07-13,-1,
DSP-2023-00978,SO-2023-00978,2023-08-16,1,Logistics scheduling
DSP-2023-00979,SO-2023-00979,2023-07-19,1,Customer reschedule
DSP-2023-00980,SO-2023-00980,2023-07-24,0,
DSP-2023-00981,SO-2023-00981,2023-08-15,4,Production backlog
DSP-2023-00982,SO-2023-00982,2023-07-26,-2,
DSP-2023-00983,SO-2023-00983,2023-08-20,3,Packaging delay
DSP-2023-00984,SO-2023-00984,2023-08-10,-1,
DSP-2023-00985,SO-2023-00985,2023-07-20,-2,
DSP-2023-00986,SO-2023-00986,2023-08-21,-1,
DSP-2023-00987,SO-2023-00987,2023-07-22,-1,
DSP-2023-00988,SO-2023-00988,2023-07-22,0,
DSP-2023-00989,SO-2023-00989,2023-08-03,-1,
DSP-2023-00990,SO-2023-00990,2023-07-22,0,
DSP-2023-00991,SO-2023-00991,2023-09-10,0,
DSP-2023-00992,SO-2023-00992,2023-09-22,1,Material shortage
DSP-2023-00993,SO-2023-00993,2023-09-06,0,
DSP-2023-00994,SO-2023-00994,2023-09-16,-1,
DSP-2023-00995,SO-2023-00995,2023-09-28,8,Packaging delay
DSP-2023-00996,SO-2023-00996,2023-08-26,-1,
DSP-2023-00997,SO-2023-00997,2023-08-12,-2,
DSP-2023-00998,SO-2023-00998,2023-09-02,2,Material shortage
DSP-2023-00999,SO-2023-00999,2023-09-14,-1,
DSP-2023-01000,SO-2023-01000,2023-09-15,9,Customer reschedule
DSP-2023-01001,SO-2023-01001,2023-08-28,0,
DSP-2023-01002,SO-2023-01002,2023-09-04,0,
DSP-2023-01003,SO-2023-01003,2023-08-31,-1,
DSP-2023-01004,SO-2023-01004,2023-08-19,-2,
DSP-2023-01005,SO-2023-01005,2023-09-16,-1,
DSP-2023-01006,SO-2023-01006,2023-08-27,-1,
DSP-2023-01007,SO-2023-01007,2023-08-21,0,
DSP-2023-01008,SO-2023-01008,2023-08-23,-1,
DSP-2023-01009,SO-2023-01009,2023-08-26,-1,
DSP-2023-01010,SO-2023-01010,2023-08-12,-2,
DSP-2023-01011,SO-2023-01011,2023-08-24,0,
DSP-2023-01012,SO-2023-01012,2023-08-29,-2,
DSP-2023-01013,SO-2023-01013,2023-08-25,-1,
DSP-2023-01014,SO-2023-01014,2023-09-09,3,Customer reschedule
DSP-2023-01015,SO-2023-01015,2023-09-15,-2,
DSP-2023-01016,SO-2023-01016,2023-09-16,-1,
DSP-2023-01017,SO-2023-01017,2023-08-23,-2,
DSP-2023-01018,SO-2023-01018,2023-08-20,-1,
DSP-2023-01019,SO-2023-01019,2023-09-11,-1,
DSP-2023-01020,SO-2023-01020,2023-09-01,-2,
DSP-2023-01021,SO-2023-01021,2023-08-22,-1,
DSP-2023-01022,SO-2023-01022,2023-09-06,-1,
DSP-2023-01023,SO-2023-01023,2023-08-11,-1,
DSP-2023-01024,SO-2023-01024,2023-09-12,-2,
DSP-2023-01025,SO-2023-01025,2023-08-23,0,
DSP-2023-01026,SO-2023-01026,2023-08-23,-2,
DSP-2023-01027,SO-2023-01027,2023-09-02,-1,
DSP-2023-01028,SO-2023-01028,2023-08-14,-1,
DSP-2023-01029,SO-2023-01029,2023-08-27,0,
DSP-2023-01030,SO-2023-01030,2023-08-18,-1,
DSP-2023-01031,SO-2023-01031,2023-08-28,-1,
DSP-2023-01032,SO-2023-01032,2023-08-14,0,
DSP-2023-01033,SO-2023-01033,2023-08-30,0,
DSP-2023-01034,SO-2023-01034,2023-08-28,0,
DSP-2023-01035,SO-2023-01035,2023-08-17,-1,
DSP-2023-01036,SO-2023-01036,2023-08-26,-2,
DSP-2023-01037,SO-2023-01037,2023-09-18,3,QC hold
DSP-2023-01038,SO-2023-01038,2023-08-26,-2,
DSP-2023-01039,SO-2023-01039,2023-08-31,-1,
DSP-2023-01040,SO-2023-01040,2023-08-22,-1,
DSP-2023-01041,SO-2023-01041,2023-08-30,-2,
DSP-2023-01042,SO-2023-01042,2023-09-08,4,Production backlog
DSP-2023-01043,SO-2023-01043,2023-08-21,-1,
DSP-2023-01044,SO-2023-01044,2023-09-13,-2,
DSP-2023-01045,SO-2023-01045,2023-09-16,-1,
DSP-2023-01046,SO-2023-01046,2023-09-15,0,
DSP-2023-01047,SO-2023-01047,2023-08-19,-2,
DSP-2023-01048,SO-2023-01048,2023-09-13,-1,
DSP-2023-01049,SO-2023-01049,2023-09-21,4,QC hold
DSP-2023-01050,SO-2023-01050,2023-09-16,0,
DSP-2023-01051,SO-2023-01051,2023-09-07,-2,
DSP-2023-01052,SO-2023-01052,2023-08-21,0,
DSP-2023-01053,SO-2023-01053,2023-08-26,-2,
DSP-2023-01054,SO-2023-01054,2023-09-13,0,
DSP-2023-01055,SO-2023-01055,2023-09-03,6,Material shortage
DSP-2023-01056,SO-2023-01056,2023-08-19,-2,
DSP-2023-01057,SO-2023-01057,2023-09-14,0,
DSP-2023-01058,SO-2023-01058,2023-08-19,0,
DSP-2023-01059,SO-2023-01059,2023-09-05,-2,
DSP-2023-01060,SO-2023-01060,2023-09-05,0,
DSP-2023-01061,SO-2023-01061,2023-08-10,-1,
DSP-2023-01062,SO-2023-01062,2023-08-21,0,
DSP-2023-01063,SO-2023-01063,2023-09-11,0,
DSP-2023-01064,SO-2023-01064,2023-08-24,-1,
DSP-2023-01065,SO-2023-01065,2023-08-24,1,Production backlog
DSP-2023-01066,SO-2023-01066,2023-09-13,-2,
DSP-2023-01067,SO-2023-01067,2023-09-05,1,QC hold
DSP-2023-01068,SO-2023-01068,2023-09-17,-2,
DSP-2023-01069,SO-2023-01069,2023-09-05,1,Logistics scheduling
DSP-2023-01070,SO-2023-01070,2023-09-10,0,
DSP-2023-01071,SO-2023-01071,2023-09-16,0,
DSP-2023-01072,SO-2023-01072,2023-09-04,-1,
DSP-2023-01073,SO-2023-01073,2023-08-28,5,QC hold
DSP-2023-01074,SO-2023-01074,2023-08-26,0,
DSP-2023-01075,SO-2023-01075,2023-09-19,6,Production backlog
DSP-2023-01076,SO-2023-01076,2023-08-21,-1,
DSP-2023-01077,SO-2023-01077,2023-09-06,-1,
DSP-2023-01078,SO-2023-01078,2023-08-16,-1,
DSP-2023-01079,SO-2023-01079,2023-09-07,-2,
DSP-2023-01080,SO-2023-01080,2023-09-01,-2,
DSP-2023-01081,SO-2023-01081,2023-09-18,-1,
DSP-2023-01082,SO-2023-01082,2023-08-25,-2,
DSP-2023-01083,SO-2023-01083,2023-09-10,-1,
DSP-2023-01084,SO-2023-01084,2023-08-26,3,Customer reschedule
DSP-2023-01085,SO-2023-01085,2023-09-06,-1,
DSP-2023-01086,SO-2023-01086,2023-09-26,12,Packaging delay
DSP-2023-01087,SO-2023-01087,2023-08-14,0,
DSP-2023-01088,SO-2023-01088,2023-09-16,0,
DSP-2023-01089,SO-2023-01089,2023-09-04,-1,
DSP-2023-01090,SO-2023-01090,2023-09-08,-1,
DSP-2023-01091,SO-2023-01091,2023-08-19,-2,
DSP-2023-01092,SO-2023-01092,2023-08-18,-2,
DSP-2023-01093,SO-2023-01093,2023-09-06,2,Material shortage
DSP-2023-01094,SO-2023-01094,2023-09-03,-1,
DSP-2023-01095,SO-2023-01095,2023-08-31,-2,
DSP-2023-01096,SO-2023-01096,2023-08-06,-1,
DSP-2023-01097,SO-2023-01097,2023-08-22,-2,
DSP-2023-01098,SO-2023-01098,2023-08-30,-1,
DSP-2023-01099,SO-2023-01099,2023-08-24,2,Material shortage
DSP-2023-01100,SO-2023-01100,2023-08-17,0,
DSP-2023-01101,SO-2023-01101,2023-08-31,0,
DSP-2023-01102,SO-2023-01102,2023-08-28,-2,
DSP-2023-01103,SO-2023-01103,2023-09-16,-1,
DSP-2023-01104,SO-2023-01104,2023-08-14,-1,
DSP-2023-01105,SO-2023-01105,2023-09-16,1,Customer reschedule
DSP-2023-01106,SO-2023-01106,2023-08-17,-2,
DSP-2023-01107,SO-2023-01107,2023-08-18,-1,
DSP-2023-01108,SO-2023-01108,2023-09-10,-2,
DSP-2023-01109,SO-2023-01109,2023-09-12,-1,
DSP-2023-01110,SO-2023-01110,2023-08-22,-2,
DSP-2023-01111,SO-2023-01111,2023-09-09,-2,
DSP-2023-01112,SO-2023-01112,2023-08-20,0,
DSP-2023-01113,SO-2023-01113,2023-09-10,0,
DSP-2023-01114,SO-2023-01114,2023-08-24,-2,
DSP-2023-01115,SO-2023-01115,2023-09-20,-2,
DSP-2023-01116,SO-2023-01116,2023-09-05,-1,
DSP-2023-01117,SO-2023-01117,2023-09-06,-2,
DSP-2023-01118,SO-2023-01118,2023-09-03,-1,
DSP-2023-01119,SO-2023-01119,2023-09-01,1,Customer reschedule
DSP-2023-01120,SO-2023-01120,2023-08-20,-1,
DSP-2023-01121,SO-2023-01121,2023-08-14,-2,
DSP-2023-01122,SO-2023-01122,2023-08-23,-1,
DSP-2023-01123,SO-2023-01123,2023-08-16,0,
DSP-2023-01124,SO-2023-01124,2023-09-02,-1,
DSP-2023-01125,SO-2023-01125,2023-09-29,0,
DSP-2023-01126,SO-2023-01126,2023-09-27,0,
DSP-2023-01127,SO-2023-01127,2023-10-14,-2,
DSP-2023-01128,SO-2023-01128,2023-10-08,-2,
DSP-2023-01129,SO-2023-01129,2023-09-14,1,Customer reschedule
DSP-2023-01130,SO-2023-01130,2023-09-24,3,Material shortage
DSP-2023-01131,SO-2023-01131,2023-10-06,0,
DSP-2023-01132,SO-2023-01132,2023-09-27,-2,
DSP-2023-01133,SO-2023-01133,2023-09-21,-2,
DSP-2023-01134,SO-2023-01134,2023-10-03,-1,
DSP-2023-01135,SO-2023-01135,2023-09-12,-2,
DSP-2023-01136,SO-2023-01136,2023-10-04,-2,
DSP-2023-01137,SO-2023-01137,2023-09-15,-1,
DSP-2023-01138,SO-2023-01138,2023-10-06,-2,
DSP-2023-01139,SO-2023-01139,2023-09-27,-2,
DSP-2023-01140,SO-2023-01140,2023-09-27,-2,
DSP-2023-01141,SO-2023-01141,2023-10-11,0,
DSP-2023-01142,SO-2023-01142,2023-10-08,0,
DSP-2023-01143,SO-2023-01143,2023-09-19,-2,
DSP-2023-01144,SO-2023-01144,2023-10-05,0,
DSP-2023-01145,SO-2023-01145,2023-09-23,1,Customer reschedule
DSP-2023-01146,SO-2023-01146,2023-09-12,0,
DSP-2023-01147,SO-2023-01147,2023-09-17,0,
DSP-2023-01148,SO-2023-01148,2023-09-20,-1,
DSP-2023-01149,SO-2023-01149,2023-10-03,-2,
DSP-2023-01150,SO-2023-01150,2023-10-11,1,QC hold
DSP-2023-01151,SO-2023-01151,2023-09-28,0,
DSP-2023-01152,SO-2023-01152,2023-09-26,0,
DSP-2023-01153,SO-2023-01153,2023-10-02,-1,
DSP-2023-01154,SO-2023-01154,2023-10-12,-1,
DSP-2023-01155,SO-2023-01155,2023-09-30,-2,
DSP-2023-01156,SO-2023-01156,2023-10-09,0,
DSP-2023-01157,SO-2023-01157,2023-09-20,2,QC hold
DSP-2023-01158,SO-2023-01158,2023-09-18,0,
DSP-2023-01159,SO-2023-01159,2023-09-24,-1,
DSP-2023-01160,SO-2023-01160,2023-10-20,0,
DSP-2023-01161,SO-2023-01161,2023-09-30,-2,
DSP-2023-01162,SO-2023-01162,2023-09-14,-1,
DSP-2023-01163,SO-2023-01163,2023-09-08,0,
DSP-2023-01164,SO-2023-01164,2023-10-13,-2,
DSP-2023-01165,SO-2023-01165,2023-10-04,0,
DSP-2023-01166,SO-2023-01166,2023-10-12,0,
DSP-2023-01167,SO-2023-01167,2023-10-11,-1,
DSP-2023-01168,SO-2023-01168,2023-09-13,-2,
DSP-2023-01169,SO-2023-01169,2023-09-18,-1,
DSP-2023-01170,SO-2023-01170,2023-09-13,-1,
DSP-2023-01171,SO-2023-01171,2023-10-14,3,QC hold
DSP-2023-01172,SO-2023-01172,2023-09-28,1,Logistics scheduling
DSP-2023-01173,SO-2023-01173,2023-10-05,9,Production backlog
DSP-2023-01174,SO-2023-01174,2023-10-10,0,
DSP-2023-01175,SO-2023-01175,2023-09-28,-1,
DSP-2023-01176,SO-2023-01176,2023-10-19,1,Logistics scheduling
DSP-2023-01177,SO-2023-01177,2023-10-12,1,Material shortage
DSP-2023-01178,SO-2023-01178,2023-09-22,-2,
DSP-2023-01179,SO-2023-01179,2023-10-09,0,
DSP-2023-01180,SO-2023-01180,2023-10-04,-2,
DSP-2023-01181,SO-2023-01181,2023-09-27,0,
DSP-2023-01182,SO-2023-01182,2023-10-12,-1,
DSP-2023-01183,SO-2023-01183,2023-09-21,-1,
DSP-2023-01184,SO-2023-01184,2023-09-21,-2,
DSP-2023-01185,SO-2023-01185,2023-09-23,0,
DSP-2023-01186,SO-2023-01186,2023-10-24,4,QC hold
DSP-2023-01187,SO-2023-01187,2023-10-03,3,Customer reschedule
DSP-2023-01188,SO-2023-01188,2023-09-21,0,
DSP-2023-01189,SO-2023-01189,2023-10-04,0,
DSP-2023-01190,SO-2023-01190,2023-10-02,0,
DSP-2023-01191,SO-2023-01191,2023-09-16,4,Production backlog
DSP-2023-01192,SO-2023-01192,2023-10-17,4,Customer reschedule
DSP-2023-01193,SO-2023-01193,2023-09-28,0,
DSP-2023-01194,SO-2023-01194,2023-10-03,-1,
DSP-2023-01195,SO-2023-01195,2023-10-07,1,Production backlog
DSP-2023-01196,SO-2023-01196,2023-10-01,0,
DSP-2023-01197,SO-2023-01197,2023-09-13,-1,
DSP-2023-01198,SO-2023-01198,2023-09-23,1,Material shortage
DSP-2023-01199,SO-2023-01199,2023-09-08,-2,
DSP-2023-01200,SO-2023-01200,2023-09-26,-1,
DSP-2023-01201,SO-2023-01201,2023-10-10,1,Customer reschedule
DSP-2023-01202,SO-2023-01202,2023-10-11,-2,
DSP-2023-01203,SO-2023-01203,2023-10-01,-2,
DSP-2023-01204,SO-2023-01204,2023-10-13,-1,
DSP-2023-01205,SO-2023-01205,2023-10-12,0,
DSP-2023-01206,SO-2023-01206,2023-09-23,-2,
DSP-2023-01207,SO-2023-01207,2023-10-17,0,
DSP-2023-01208,SO-2023-01208,2023-09-24,0,
DSP-2023-01209,SO-2023-01209,2023-09-19,-1,
DSP-2023-01210,SO-2023-01210,2023-10-20,-1,
DSP-2023-01211,SO-2023-01211,2023-10-09,0,
DSP-2023-01212,SO-2023-01212,2023-09-12,-1,
DSP-2023-01213,SO-2023-01213,2023-09-25,-1,
DSP-2023-01214,SO-2023-01214,2023-10-08,-2,
DSP-2023-01215,SO-2023-01215,2023-10-07,-1,
DSP-2023-01216,SO-2023-01216,2023-09-21,-1,
DSP-2023-01217,SO-2023-01217,2023-10-15,-1,
DSP-2023-01218,SO-2023-01218,2023-10-02,1,Material shortage
DSP-2023-01219,SO-2023-01219,2023-10-16,-1,
DSP-2023-01220,SO-2023-01220,2023-10-11,2,Logistics scheduling
DSP-2023-01221,SO-2023-01221,2023-10-06,-2,
DSP-2023-01222,SO-2023-01222,2023-10-06,5,Material shortage
DSP-2023-01223,SO-2023-01223,2023-09-21,0,
DSP-2023-01224,SO-2023-01224,2023-10-08,0,
DSP-2023-01225,SO-2023-01225,2023-09-23,0,
DSP-2023-01226,SO-2023-01226,2023-10-08,-2,
DSP-2023-01227,SO-2023-01227,2023-09-26,0,
DSP-2023-01228,SO-2023-01228,2023-09-21,-1,
DSP-2023-01229,SO-2023-01229,2023-10-16,0,
DSP-2023-01230,SO-2023-01230,2023-09-25,-2,
DSP-2023-01231,SO-2023-01231,2023-10-06,0,
DSP-2023-01232,SO-2023-01232,2023-09-26,-2,
DSP-2023-01233,SO-2023-01233,2023-09-13,0,
DSP-2023-01234,SO-2023-01234,2023-09-23,0,
DSP-2023-01235,SO-2023-01235,2023-09-12,-2,
DSP-2023-01236,SO-2023-01236,2023-10-11,9,Packaging delay
DSP-2023-01237,SO-2023-01237,2023-10-05,0,
DSP-2023-01238,SO-2023-01238,2023-09-29,0,
DSP-2023-01239,SO-2023-01239,2023-09-26,-2,
DSP-2023-01240,SO-2023-01240,2023-09-13,-1,
DSP-2023-01241,SO-2023-01241,2023-09-12,-2,
DSP-2023-01242,SO-2023-01242,2023-10-11,-1,
DSP-2023-01243,SO-2023-01243,2023-10-06,0,
DSP-2023-01244,SO-2023-01244,2023-09-10,-1,
DSP-2023-01245,SO-2023-01245,2023-09-08,-2,
DSP-2023-01246,SO-2023-01246,2023-09-17,0,
DSP-2023-01247,SO-2023-01247,2023-09-21,-1,
DSP-2023-01248,SO-2023-01248,2023-09-21,-1,
DSP-2023-01249,SO-2023-01249,2023-10-02,-2,
DSP-2023-01250,SO-2023-01250,2023-10-03,-2,
DSP-2023-01251,SO-2023-01251,2023-10-08,0,
DSP-2023-01252,SO-2023-01252,2023-09-14,0,
DSP-2023-01253,SO-2023-01253,2023-09-29,0,
DSP-2023-01254,SO-2023-01254,2023-09-10,-1,
DSP-2023-01255,SO-2023-01255,2023-09-25,-2,
DSP-2023-01256,SO-2023-01256,2023-09-25,-1,
DSP-2023-01257,SO-2023-01257,2023-09-30,-1,
DSP-2023-01258,SO-2023-01258,2023-09-17,-1,
DSP-2023-01259,SO-2023-01259,2023-10-11,0,
DSP-2023-01260,SO-2023-01260,2023-09-08,-1,
DSP-2023-01261,SO-2023-01261,2023-09-25,-1,
DSP-2023-01262,SO-2023-01262,2023-09-27,0,
DSP-2023-01263,SO-2023-01263,2023-09-29,2,Material shortage
DSP-2023-01264,SO-2023-01264,2023-10-01,3,Customer reschedule
DSP-2023-01265,SO-2023-01265,2023-09-26,0,
DSP-2023-01266,SO-2023-01266,2023-10-05,0,
DSP-2023-01267,SO-2023-01267,2023-10-17,0,
DSP-2023-01268,SO-2023-01268,2023-11-04,21,Packaging delay
DSP-2023-01269,SO-2023-01269,2023-09-23,-2,
DSP-2023-01270,SO-2023-01270,2023-10-12,-2,
DSP-2023-01271,SO-2023-01271,2023-09-19,-1,
DSP-2023-01272,SO-2023-01272,2023-10-02,0,
DSP-2023-01273,SO-2023-01273,2023-10-01,-2,
DSP-2023-01274,SO-2023-01274,2023-10-15,-2,
DSP-2023-01275,SO-2023-01275,2023-10-05,-1,
DSP-2023-01276,SO-2023-01276,2023-10-21,7,Packaging delay
DSP-2023-01277,SO-2023-01277,2023-10-10,-2,
DSP-2023-01278,SO-2023-01278,2023-09-30,0,
DSP-2023-01279,SO-2023-01279,2023-09-20,-2,
DSP-2023-01280,SO-2023-01280,2023-09-25,-2,
DSP-2023-01281,SO-2023-01281,2023-09-20,-1,
DSP-2023-01282,SO-2023-01282,2023-10-05,1,Logistics scheduling
DSP-2023-01283,SO-2023-01283,2023-09-09,-1,
DSP-2023-01284,SO-2023-01284,2023-10-26,-2,
DSP-2023-01285,SO-2023-01285,2023-11-07,-2,
DSP-2023-01286,SO-2023-01286,2023-10-19,0,
DSP-2023-01287,SO-2023-01287,2023-10-24,-1,
DSP-2023-01288,SO-2023-01288,2023-11-24,3,Packaging delay
DSP-2023-01289,SO-2023-01289,2023-11-05,0,
DSP-2023-01290,SO-2023-01290,2023-10-23,-1,
DSP-2023-01291,SO-2023-01291,2023-10-25,0,
DSP-2023-01292,SO-2023-01292,2023-10-31,7,QC hold
DSP-2023-01293,SO-2023-01293,2023-11-22,0,
DSP-2023-01294,SO-2023-01294,2023-10-27,0,
DSP-2023-01295,SO-2023-01295,2023-11-09,-1,
DSP-2023-01296,SO-2023-01296,2023-10-16,-1,
DSP-2023-01297,SO-2023-01297,2023-11-12,-2,
DSP-2023-01298,SO-2023-01298,2023-10-13,-1,
DSP-2023-01299,SO-2023-01299,2023-10-29,-2,
DSP-2023-01300,SO-2023-01300,2023-10-30,4,Logistics scheduling
DSP-2023-01301,SO-2023-01301,2023-11-14,-2,
DSP-2023-01302,SO-2023-01302,2023-10-19,0,
DSP-2023-01303,SO-2023-01303,2023-10-27,-1,
DSP-2023-01304,SO-2023-01304,2023-10-23,0,
DSP-2023-01305,SO-2023-01305,2023-10-10,-1,
DSP-2023-01306,SO-2023-01306,2023-11-13,9,Material shortage
DSP-2023-01307,SO-2023-01307,2023-10-31,-1,
DSP-2023-01308,SO-2023-01308,2023-10-27,7,Logistics scheduling
DSP-2023-01309,SO-2023-01309,2023-11-19,-1,
DSP-2023-01310,SO-2023-01310,2023-11-02,-2,
DSP-2023-01311,SO-2023-01311,2023-10-23,0,
DSP-2023-01312,SO-2023-01312,2023-11-21,0,
DSP-2023-01313,SO-2023-01313,2023-10-21,-2,
DSP-2023-01314,SO-2023-01314,2023-11-04,5,Packaging delay
DSP-2023-01315,SO-2023-01315,2023-11-18,1,Logistics scheduling
DSP-2023-01316,SO-2023-01316,2023-10-30,0,
DSP-2023-01317,SO-2023-01317,2023-11-05,-2,
DSP-2023-01318,SO-2023-01318,2023-11-13,-2,
DSP-2023-01319,SO-2023-01319,2023-10-31,-1,
DSP-2023-01320,SO-2023-01320,2023-10-28,2,Production backlog
DSP-2023-01321,SO-2023-01321,2023-10-30,-1,
DSP-2023-01322,SO-2023-01322,2023-10-30,-1,
DSP-2023-01323,SO-2023-01323,2023-10-25,-1,
DSP-2023-01324,SO-2023-01324,2023-10-24,0,
DSP-2023-01325,SO-2023-01325,2023-11-06,-1,
DSP-2023-01326,SO-2023-01326,2023-10-28,1,Packaging delay
DSP-2023-01327,SO-2023-01327,2023-11-17,1,Customer reschedule
DSP-2023-01328,SO-2023-01328,2023-11-01,-1,
DSP-2023-01329,SO-2023-01329,2023-11-02,-2,
DSP-2023-01330,SO-2023-01330,2023-11-28,19,QC hold
DSP-2023-01331,SO-2023-01331,2023-10-23,0,
DSP-2023-01332,SO-2023-01332,2023-10-29,-2,
DSP-2023-01333,SO-2023-01333,2023-10-21,0,
DSP-2023-01334,SO-2023-01334,2023-11-01,-2,
DSP-2023-01335,SO-2023-01335,2023-10-27,-1,
DSP-2023-01336,SO-2023-01336,2023-10-16,0,
DSP-2023-01337,SO-2023-01337,2023-10-16,-2,
DSP-2023-01338,SO-2023-01338,2023-11-04,-1,
DSP-2023-01339,SO-2023-01339,2023-11-17,-1,
DSP-2023-01340,SO-2023-01340,2023-11-02,-1,
DSP-2023-01341,SO-2023-01341,2023-10-26,-2,
DSP-2023-01342,SO-2023-01342,2023-11-17,0,
DSP-2023-01343,SO-2023-01343,2023-10-31,2,Material shortage
DSP-2023-01344,SO-2023-01344,2023-11-14,-2,
DSP-2023-01345,SO-2023-01345,2023-11-19,-1,
DSP-2023-01346,SO-2023-01346,2023-11-11,7,QC hold
DSP-2023-01347,SO-2023-01347,2023-11-10,0,
DSP-2023-01348,SO-2023-01348,2023-11-03,-1,
DSP-2023-01349,SO-2023-01349,2023-10-30,-1,
DSP-2023-01350,SO-2023-01350,2023-11-01,-1,
DSP-2023-01351,SO-2023-01351,2023-11-14,6,Material shortage
DSP-2023-01352,SO-2023-01352,2023-11-12,-1,
DSP-2023-01353,SO-2023-01353,2023-11-05,-1,
DSP-2023-01354,SO-2023-01354,2023-10-26,1,Customer reschedule
DSP-2023-01355,SO-2023-01355,2023-11-04,-2,
DSP-2023-01356,SO-2023-01356,2023-11-19,0,
DSP-2023-01357,SO-2023-01357,2023-11-12,2,Production backlog
DSP-2023-01358,SO-2023-01358,2023-10-30,0,
DSP-2023-01359,SO-2023-01359,2023-10-08,-2,
DSP-2023-01360,SO-2023-01360,2023-11-05,4,Logistics scheduling
DSP-2023-01361,SO-2023-01361,2023-10-28,-2,
DSP-2023-01362,SO-2023-01362,2023-10-15,5,Packaging delay
DSP-2023-01363,SO-2023-01363,2023-11-02,-1,
DSP-2023-01364,SO-2023-01364,2023-10-21,-1,
DSP-2023-01365,SO-2023-01365,2023-11-10,0,
DSP-2023-01366,SO-2023-01366,2023-10-21,0,
DSP-2023-01367,SO-2023-01367,2023-11-04,-1,
