qc_id,batch_id,stage,sku,inspected_date,units_inspected,units_passed,units_rejected,defect_reason
2879,B-001440,PRODUCTION_QC,OUT-STR-001,2023-11-02,248,237,11,COLOR_CONTAMINATION
2880,B-001440,PACKAGING_QC,OUT-STR-001,2023-11-02,237,232,5,SOLDER_FAIL
2881,B-001441,PRODUCTION_QC,OUT-STR-001,2023-11-02,298,287,11,COLOR_CONTAMINATION
2882,B-001441,PACKAGING_QC,OUT-STR-001,2023-11-02,287,282,5,DUST_CONTAMINATION
2883,B-001442,PRODUCTION_QC,IND-WGL-001,2023-11-02,528,513,15,HOUSING_DAMAGE_ASSEMBLY
2884,B-001442,PACKAGING_QC,IND-WGL-001,2023-11-02,513,507,6,POOR_PACKAGING
2885,B-001443,PRODUCTION_QC,IND-WGL-001,2023-11-02,540,526,14,HOUSING_SCRATCH
2886,B-001443,PACKAGING_QC,IND-WGL-001,2023-11-02,526,522,4,POOR_PACKAGING
2887,B-001444,PRODUCTION_QC,IND-BLB-001,2023-11-03,1922,1888,34,HOUSING_DAMAGE_ASSEMBLY
2888,B-001444,PACKAGING_QC,IND-BLB-001,2023-11-03,1888,1876,12,POOR_PACKAGING
2889,B-001445,PRODUCTION_QC,IND-BLB-001,2023-11-03,1540,1511,29,DRIVER_FAULT
2890,B-001445,PACKAGING_QC,IND-BLB-001,2023-11-03,1511,1505,6,POOR_PACKAGING
2891,B-001446,PRODUCTION_QC,OUT-STR-001,2023-11-03,226,215,11,DUST_CONTAMINATION
2892,B-001446,PACKAGING_QC,OUT-STR-001,2023-11-03,215,212,3,POOR_PACKAGING
2893,B-001447,PRODUCTION_QC,OUT-STR-001,2023-11-03,240,230,10,DUST_CONTAMINATION
2894,B-001447,PACKAGING_QC,OUT-STR-001,2023-11-03,230,224,6,LUMEN_OUT_OF_SPEC
2895,B-001448,PRODUCTION_QC,IND-WGL-001,2023-11-03,556,543,13,LUMEN_OUT_OF_SPEC
2896,B-001448,PACKAGING_QC,IND-WGL-001,2023-11-03,543,536,7,COLOR_CONTAMINATION
2897,B-001449,PRODUCTION_QC,IND-HBU-001,2023-11-03,289,278,11,SOLDER_FAIL
2898,B-001449,PACKAGING_QC,IND-HBU-001,2023-11-03,278,271,7,DUST_CONTAMINATION
2899,B-001450,PRODUCTION_QC,IND-BLB-001,2023-11-04,1480,1443,37,FLICKER
2900,B-001450,PACKAGING_QC,IND-BLB-001,2023-11-04,1443,1440,3,DUST_CONTAMINATION
2901,B-001451,PRODUCTION_QC,OUT-STR-001,2023-11-04,261,247,14,HOUSING_DAMAGE_ASSEMBLY
2902,B-001451,PACKAGING_QC,OUT-STR-001,2023-11-04,247,241,6,POOR_PACKAGING
2903,B-001452,PRODUCTION_QC,IND-HBU-001,2023-11-04,283,272,11,LUMEN_OUT_OF_SPEC
2904,B-001452,PACKAGING_QC,IND-HBU-001,2023-11-04,272,269,3,DUST_CONTAMINATION
2905,B-001453,PRODUCTION_QC,IND-BLB-001,2023-11-06,1408,1383,25,POOR_PACKAGING
2906,B-001453,PACKAGING_QC,IND-BLB-001,2023-11-06,1383,1371,12,HOUSING_DAMAGE_ASSEMBLY
2907,B-001454,PRODUCTION_QC,IND-BLB-001,2023-11-06,1736,1722,14,SOLDER_FAIL
2908,B-001454,PACKAGING_QC,IND-BLB-001,2023-11-06,1722,1709,13,POOR_PACKAGING
2909,B-001455,PRODUCTION_QC,OUT-FLD-001,2023-11-06,341,327,14,FLICKER
2910,B-001455,PACKAGING_QC,OUT-FLD-001,2023-11-06,327,322,5,HOUSING_DAMAGE_ASSEMBLY
2911,B-001456,PRODUCTION_QC,OUT-FLD-001,2023-11-06,396,385,11,LUMEN_OUT_OF_SPEC
2912,B-001456,PACKAGING_QC,OUT-FLD-001,2023-11-06,385,381,4,FLICKER
2913,B-001457,PRODUCTION_QC,IND-HBU-001,2023-11-06,301,290,11,POOR_PACKAGING
2914,B-001457,PACKAGING_QC,IND-HBU-001,2023-11-06,290,283,7,HOUSING_SCRATCH
2915,B-001458,PRODUCTION_QC,IND-HBU-001,2023-11-06,269,258,11,SOLDER_FAIL
2916,B-001458,PACKAGING_QC,IND-HBU-001,2023-11-06,258,253,5,HOUSING_DAMAGE_ASSEMBLY
2917,B-001459,PRODUCTION_QC,IND-BLB-001,2023-11-07,1658,1641,17,COLOR_CONTAMINATION
2918,B-001459,PACKAGING_QC,IND-BLB-001,2023-11-07,1641,1630,11,POOR_PACKAGING
2919,B-001460,PRODUCTION_QC,IND-HBU-001,2023-11-07,149,144,5,POOR_PACKAGING
2920,B-001460,PACKAGING_QC,IND-HBU-001,2023-11-07,144,142,2,POOR_PACKAGING
2921,B-001461,PRODUCTION_QC,OUT-FLD-001,2023-11-07,364,351,13,FLICKER
2922,B-001461,PACKAGING_QC,OUT-FLD-001,2023-11-07,351,345,6,SOLDER_FAIL
2923,B-001462,PRODUCTION_QC,OUT-FLD-001,2023-11-07,298,286,12,POOR_PACKAGING
2924,B-001462,PACKAGING_QC,OUT-FLD-001,2023-11-07,286,281,5,POOR_PACKAGING
2925,B-001463,PRODUCTION_QC,IND-HBU-001,2023-11-07,309,293,16,FLICKER
2926,B-001463,PACKAGING_QC,IND-HBU-001,2023-11-07,293,286,7,POOR_PACKAGING
2927,B-001464,PRODUCTION_QC,OUT-FLD-001,2023-11-07,295,287,8,DUST_CONTAMINATION
2928,B-001464,PACKAGING_QC,OUT-FLD-001,2023-11-07,287,282,5,FLICKER
2929,B-001465,PRODUCTION_QC,IND-HBU-001,2023-11-08,355,347,8,FLICKER
2930,B-001465,PACKAGING_QC,IND-HBU-001,2023-11-08,347,343,4,POOR_PACKAGING
2931,B-001466,PRODUCTION_QC,IND-HBU-001,2023-11-08,284,274,10,POOR_PACKAGING
2932,B-001466,PACKAGING_QC,IND-HBU-001,2023-11-08,274,268,6,COLOR_CONTAMINATION
2933,B-001467,PRODUCTION_QC,OUT-FLD-001,2023-11-08,333,321,12,HOUSING_SCRATCH
2934,B-001467,PACKAGING_QC,OUT-FLD-001,2023-11-08,321,318,3,DUST_CONTAMINATION
2935,B-001468,PRODUCTION_QC,OUT-STR-001,2023-11-08,267,253,14,POOR_PACKAGING
2936,B-001468,PACKAGING_QC,OUT-STR-001,2023-11-08,253,249,4,POOR_PACKAGING
2937,B-001469,PRODUCTION_QC,OUT-FLD-001,2023-11-08,295,283,12,LUMEN_OUT_OF_SPEC
2938,B-001469,PACKAGING_QC,OUT-FLD-001,2023-11-08,283,278,5,FLICKER
2939,B-001470,PRODUCTION_QC,OUT-FLD-001,2023-11-08,261,251,10,HOUSING_SCRATCH
2940,B-001470,PACKAGING_QC,OUT-FLD-001,2023-11-08,251,246,5,HOUSING_DAMAGE_ASSEMBLY
2941,B-001471,PRODUCTION_QC,IND-HBU-001,2023-11-09,228,222,6,HOUSING_DAMAGE_ASSEMBLY
2942,B-001471,PACKAGING_QC,IND-HBU-001,2023-11-09,222,221,1,HOUSING_DAMAGE_ASSEMBLY
2943,B-001472,PRODUCTION_QC,IND-HBU-001,2023-11-09,300,289,11,DRIVER_FAULT
2944,B-001472,PACKAGING_QC,IND-HBU-001,2023-11-09,289,281,8,FLICKER
2945,B-001473,PRODUCTION_QC,OUT-STR-001,2023-11-09,260,249,11,SOLDER_FAIL
2946,B-001473,PACKAGING_QC,OUT-STR-001,2023-11-09,249,244,5,HOUSING_DAMAGE_ASSEMBLY
2947,B-001474,PRODUCTION_QC,OUT-STR-001,2023-11-09,198,187,11,POOR_PACKAGING
2948,B-001474,PACKAGING_QC,OUT-STR-001,2023-11-09,187,184,3,FLICKER
2949,B-001475,PRODUCTION_QC,OUT-FLD-001,2023-11-09,282,270,12,LUMEN_OUT_OF_SPEC
2950,B-001475,PACKAGING_QC,OUT-FLD-001,2023-11-09,270,263,7,DRIVER_FAULT
2951,B-001476,PRODUCTION_QC,OUT-FLD-001,2023-11-09,321,308,13,FLICKER
2952,B-001476,PACKAGING_QC,OUT-FLD-001,2023-11-09,308,303,5,POOR_PACKAGING
2953,B-001477,PRODUCTION_QC,IND-HBU-001,2023-11-10,289,279,10,DRIVER_FAULT
2954,B-001477,PACKAGING_QC,IND-HBU-001,2023-11-10,279,278,1,FLICKER
2955,B-001478,PRODUCTION_QC,IND-HBU-001,2023-11-10,308,299,9,DRIVER_FAULT
2956,B-001478,PACKAGING_QC,IND-HBU-001,2023-11-10,299,293,6,LUMEN_OUT_OF_SPEC
2957,B-001479,PRODUCTION_QC,IND-EPL-001,2023-11-10,483,463,20,HOUSING_DAMAGE_ASSEMBLY
2958,B-001479,PACKAGING_QC,IND-EPL-001,2023-11-10,463,460,3,POOR_PACKAGING
2959,B-001480,PRODUCTION_QC,IND-EPL-001,2023-11-10,499,477,22,POOR_PACKAGING
2960,B-001480,PACKAGING_QC,IND-EPL-001,2023-11-10,477,467,10,HOUSING_DAMAGE_ASSEMBLY
2961,B-001481,PRODUCTION_QC,OUT-FLD-001,2023-11-10,378,364,14,DUST_CONTAMINATION
2962,B-001481,PACKAGING_QC,OUT-FLD-001,2023-11-10,364,357,7,SOLDER_FAIL
2963,B-001482,PRODUCTION_QC,OUT-FLD-001,2023-11-10,358,344,14,FLICKER
2964,B-001482,PACKAGING_QC,OUT-FLD-001,2023-11-10,344,334,10,POOR_PACKAGING
2965,B-001483,PRODUCTION_QC,IND-HBU-001,2023-11-11,337,325,12,HOUSING_SCRATCH
2966,B-001483,PACKAGING_QC,IND-HBU-001,2023-11-11,325,320,5,POOR_PACKAGING
2967,B-001484,PRODUCTION_QC,IND-EPL-001,2023-11-11,518,500,18,DUST_CONTAMINATION
2968,B-001484,PACKAGING_QC,IND-EPL-001,2023-11-11,500,492,8,DUST_CONTAMINATION
2969,B-001485,PRODUCTION_QC,OUT-FLD-001,2023-11-11,308,301,7,POOR_PACKAGING
2970,B-001485,PACKAGING_QC,OUT-FLD-001,2023-11-11,301,295,6,HOUSING_SCRATCH
2971,B-001486,PRODUCTION_QC,IND-HBU-001,2023-11-13,320,312,8,SOLDER_FAIL
2972,B-001486,PACKAGING_QC,IND-HBU-001,2023-11-13,312,308,4,POOR_PACKAGING
2973,B-001487,PRODUCTION_QC,IND-HBU-001,2023-11-13,321,310,11,SOLDER_FAIL
2974,B-001487,PACKAGING_QC,IND-HBU-001,2023-11-13,310,307,3,HOUSING_DAMAGE_ASSEMBLY
2975,B-001488,PRODUCTION_QC,IND-EPL-001,2023-11-13,481,461,20,SOLDER_FAIL
2976,B-001488,PACKAGING_QC,IND-EPL-001,2023-11-13,461,452,9,SOLDER_FAIL
2977,B-001489,PRODUCTION_QC,IND-EPL-001,2023-11-13,425,408,17,HOUSING_DAMAGE_ASSEMBLY
2978,B-001489,PACKAGING_QC,IND-EPL-001,2023-11-13,408,400,8,POOR_PACKAGING
2979,B-001490,PRODUCTION_QC,OUT-FLD-001,2023-11-13,361,346,15,HOUSING_DAMAGE_ASSEMBLY
2980,B-001490,PACKAGING_QC,OUT-FLD-001,2023-11-13,346,341,5,DUST_CONTAMINATION
2981,B-001491,PRODUCTION_QC,IND-COB-001,2023-11-13,795,779,16,DRIVER_FAULT
2982,B-001491,PACKAGING_QC,IND-COB-001,2023-11-13,779,764,15,POOR_PACKAGING
2983,B-001492,PRODUCTION_QC,IND-BLB-001,2023-11-14,1535,1496,39,HOUSING_SCRATCH
2984,B-001492,PACKAGING_QC,IND-BLB-001,2023-11-14,1496,1486,10,POOR_PACKAGING
2985,B-001493,PRODUCTION_QC,IND-BLB-001,2023-11-14,1651,1622,29,FLICKER
2986,B-001493,PACKAGING_QC,IND-BLB-001,2023-11-14,1622,1610,12,FLICKER
2987,B-001494,PRODUCTION_QC,IND-EPL-001,2023-11-14,432,414,18,SOLDER_FAIL
2988,B-001494,PACKAGING_QC,IND-EPL-001,2023-11-14,414,406,8,POOR_PACKAGING
2989,B-001495,PRODUCTION_QC,IND-EPL-001,2023-11-14,533,514,19,HOUSING_DAMAGE_ASSEMBLY
2990,B-001495,PACKAGING_QC,IND-EPL-001,2023-11-14,514,508,6,POOR_PACKAGING
2991,B-001496,PRODUCTION_QC,IND-COB-001,2023-11-14,842,822,20,POOR_PACKAGING
2992,B-001496,PACKAGING_QC,IND-COB-001,2023-11-14,822,816,6,DRIVER_FAULT
2993,B-001497,PRODUCTION_QC,IND-COB-001,2023-11-14,771,756,15,HOUSING_SCRATCH
2994,B-001497,PACKAGING_QC,IND-COB-001,2023-11-14,756,748,8,POOR_PACKAGING
2995,B-001498,PRODUCTION_QC,IND-BLB-001,2023-11-15,1795,1759,36,HOUSING_SCRATCH
2996,B-001498,PACKAGING_QC,IND-BLB-001,2023-11-15,1759,1753,6,HOUSING_SCRATCH
2997,B-001499,PRODUCTION_QC,IND-BLB-001,2023-11-15,1659,1649,10,DRIVER_FAULT
2998,B-001499,PACKAGING_QC,IND-BLB-001,2023-11-15,1649,1635,14,DUST_CONTAMINATION
2999,B-001500,PRODUCTION_QC,IND-EPL-001,2023-11-15,495,474,21,POOR_PACKAGING
3000,B-001500,PACKAGING_QC,IND-EPL-001,2023-11-15,474,463,11,HOUSING_DAMAGE_ASSEMBLY
3001,B-001501,PRODUCTION_QC,IND-EPL-001,2023-11-15,451,434,17,DUST_CONTAMINATION
3002,B-001501,PACKAGING_QC,IND-EPL-001,2023-11-15,434,428,6,POOR_PACKAGING
3003,B-001502,PRODUCTION_QC,IND-COB-001,2023-11-15,1020,996,24,HOUSING_DAMAGE_ASSEMBLY
3004,B-001502,PACKAGING_QC,IND-COB-001,2023-11-15,996,990,6,POOR_PACKAGING
3005,B-001503,PRODUCTION_QC,IND-COB-001,2023-11-15,924,910,14,LUMEN_OUT_OF_SPEC
3006,B-001503,PACKAGING_QC,IND-COB-001,2023-11-15,910,895,15,POOR_PACKAGING
3007,B-001504,PRODUCTION_QC,IND-BLB-001,2023-11-16,1757,1739,18,DUST_CONTAMINATION
3008,B-001504,PACKAGING_QC,IND-BLB-001,2023-11-16,1739,1730,9,HOUSING_SCRATCH
3009,B-001505,PRODUCTION_QC,IND-EPL-001,2023-11-16,417,399,18,DUST_CONTAMINATION
3010,B-001505,PACKAGING_QC,IND-EPL-001,2023-11-16,399,396,3,SOLDER_FAIL
3011,B-001506,PRODUCTION_QC,IND-EPL-001,2023-11-16,547,523,24,HOUSING_SCRATCH
3012,B-001506,PACKAGING_QC,IND-EPL-001,2023-11-16,523,514,9,POOR_PACKAGING
3013,B-001507,PRODUCTION_QC,IND-BLB-001,2023-11-16,1516,1487,29,DUST_CONTAMINATION
3014,B-001507,PACKAGING_QC,IND-BLB-001,2023-11-16,1487,1474,13,POOR_PACKAGING
3015,B-001508,PRODUCTION_QC,IND-COB-001,2023-11-16,913,889,24,FLICKER
3016,B-001508,PACKAGING_QC,IND-COB-001,2023-11-16,889,876,13,HOUSING_DAMAGE_ASSEMBLY
3017,B-001509,PRODUCTION_QC,IND-COB-001,2023-11-16,905,878,27,DUST_CONTAMINATION
3018,B-001509,PACKAGING_QC,IND-COB-001,2023-11-16,878,871,7,POOR_PACKAGING
3019,B-001510,PRODUCTION_QC,IND-EPL-001,2023-11-17,467,453,14,HOUSING_DAMAGE_ASSEMBLY
3020,B-001510,PACKAGING_QC,IND-EPL-001,2023-11-17,453,445,8,POOR_PACKAGING
3021,B-001511,PRODUCTION_QC,IND-EPL-001,2023-11-17,492,475,17,FLICKER
3022,B-001511,PACKAGING_QC,IND-EPL-001,2023-11-17,475,467,8,HOUSING_SCRATCH
3023,B-001512,PRODUCTION_QC,IND-BLB-001,2023-11-17,1295,1266,29,HOUSING_DAMAGE_ASSEMBLY
3024,B-001512,PACKAGING_QC,IND-BLB-001,2023-11-17,1266,1257,9,POOR_PACKAGING
3025,B-001513,PRODUCTION_QC,IND-BLB-001,2023-11-17,1200,1170,30,HOUSING_DAMAGE_ASSEMBLY
3026,B-001513,PACKAGING_QC,IND-BLB-001,2023-11-17,1170,1164,6,POOR_PACKAGING
3027,B-001514,PRODUCTION_QC,IND-COB-001,2023-11-17,962,928,34,COLOR_CONTAMINATION
3028,B-001514,PACKAGING_QC,IND-COB-001,2023-11-17,928,909,19,DUST_CONTAMINATION
3029,B-001515,PRODUCTION_QC,OUT-STR-001,2023-11-17,231,217,14,SOLDER_FAIL
3030,B-001515,PACKAGING_QC,OUT-STR-001,2023-11-17,217,212,5,DUST_CONTAMINATION
3031,B-001516,PRODUCTION_QC,IND-EPL-001,2023-11-18,509,487,22,HOUSING_SCRATCH
3032,B-001516,PACKAGING_QC,IND-EPL-001,2023-11-18,487,474,13,DUST_CONTAMINATION
3033,B-001517,PRODUCTION_QC,IND-BLB-001,2023-11-18,1579,1544,35,DRIVER_FAULT
3034,B-001517,PACKAGING_QC,IND-BLB-001,2023-11-18,1544,1523,21,DUST_CONTAMINATION
3035,B-001518,PRODUCTION_QC,OUT-STR-001,2023-11-18,249,236,13,SOLDER_FAIL
3036,B-001518,PACKAGING_QC,OUT-STR-001,2023-11-18,236,232,4,FLICKER
3037,B-001519,PRODUCTION_QC,IND-EPL-001,2023-11-20,528,509,19,HOUSING_SCRATCH
3038,B-001519,PACKAGING_QC,IND-EPL-001,2023-11-20,509,500,9,POOR_PACKAGING
3039,B-001520,PRODUCTION_QC,IND-EPL-001,2023-11-20,470,454,16,SOLDER_FAIL
3040,B-001520,PACKAGING_QC,IND-EPL-001,2023-11-20,454,450,4,POOR_PACKAGING
3041,B-001521,PRODUCTION_QC,IND-BLB-001,2023-11-20,1534,1489,45,HOUSING_SCRATCH
3042,B-001521,PACKAGING_QC,IND-BLB-001,2023-11-20,1489,1461,28,HOUSING_DAMAGE_ASSEMBLY
3043,B-001522,PRODUCTION_QC,IND-HBU-001,2023-11-20,256,245,11,HOUSING_SCRATCH
3044,B-001522,PACKAGING_QC,IND-HBU-001,2023-11-20,245,241,4,HOUSING_SCRATCH
3045,B-001523,PRODUCTION_QC,OUT-STR-001,2023-11-20,314,305,9,LUMEN_OUT_OF_SPEC
3046,B-001523,PACKAGING_QC,OUT-STR-001,2023-11-20,305,300,5,LUMEN_OUT_OF_SPEC
3047,B-001524,PRODUCTION_QC,OUT-STR-001,2023-11-20,303,293,10,DRIVER_FAULT
3048,B-001524,PACKAGING_QC,OUT-STR-001,2023-11-20,293,291,2,POOR_PACKAGING
3049,B-001525,PRODUCTION_QC,IND-BAT-001,2023-11-21,625,602,23,HOUSING_SCRATCH
3050,B-001525,PACKAGING_QC,IND-BAT-001,2023-11-21,602,592,10,COLOR_CONTAMINATION
3051,B-001526,PRODUCTION_QC,IND-BAT-001,2023-11-21,647,633,14,HOUSING_DAMAGE_ASSEMBLY
3052,B-001526,PACKAGING_QC,IND-BAT-001,2023-11-21,633,621,12,POOR_PACKAGING
3053,B-001527,PRODUCTION_QC,IND-HBU-001,2023-11-21,325,312,13,HOUSING_DAMAGE_ASSEMBLY
3054,B-001527,PACKAGING_QC,IND-HBU-001,2023-11-21,312,306,6,COLOR_CONTAMINATION
3055,B-001528,PRODUCTION_QC,IND-HBU-001,2023-11-21,302,290,12,SOLDER_FAIL
3056,B-001528,PACKAGING_QC,IND-HBU-001,2023-11-21,290,283,7,DUST_CONTAMINATION
3057,B-001529,PRODUCTION_QC,OUT-STR-001,2023-11-21,330,313,17,HOUSING_SCRATCH
3058,B-001529,PACKAGING_QC,OUT-STR-001,2023-11-21,313,310,3,HOUSING_SCRATCH
3059,B-001530,PRODUCTION_QC,IND-WGL-001,2023-11-21,484,473,11,COLOR_CONTAMINATION
3060,B-001530,PACKAGING_QC,IND-WGL-001,2023-11-21,473,467,6,POOR_PACKAGING
3061,B-001531,PRODUCTION_QC,IND-BAT-001,2023-11-22,648,632,16,DUST_CONTAMINATION
3062,B-001531,PACKAGING_QC,IND-BAT-001,2023-11-22,632,621,11,POOR_PACKAGING
3063,B-001532,PRODUCTION_QC,IND-BAT-001,2023-11-22,688,664,24,POOR_PACKAGING
3064,B-001532,PACKAGING_QC,IND-BAT-001,2023-11-22,664,658,6,DUST_CONTAMINATION
3065,B-001533,PRODUCTION_QC,IND-HBU-001,2023-11-22,340,326,14,HOUSING_DAMAGE_ASSEMBLY
3066,B-001533,PACKAGING_QC,IND-HBU-001,2023-11-22,326,322,4,DUST_CONTAMINATION
3067,B-001534,PRODUCTION_QC,IND-HBU-001,2023-11-22,275,264,11,SOLDER_FAIL
3068,B-001534,PACKAGING_QC,IND-HBU-001,2023-11-22,264,260,4,FLICKER
3069,B-001535,PRODUCTION_QC,IND-WGL-001,2023-11-22,568,550,18,FLICKER
3070,B-001535,PACKAGING_QC,IND-WGL-001,2023-11-22,550,541,9,SOLDER_FAIL
3071,B-001536,PRODUCTION_QC,IND-WGL-001,2023-11-22,524,509,15,HOUSING_SCRATCH
3072,B-001536,PACKAGING_QC,IND-WGL-001,2023-11-22,509,504,5,DRIVER_FAULT
3073,B-001537,PRODUCTION_QC,IND-BAT-001,2023-11-23,741,720,21,SOLDER_FAIL
3074,B-001537,PACKAGING_QC,IND-BAT-001,2023-11-23,720,712,8,DUST_CONTAMINATION
3075,B-001538,PRODUCTION_QC,IND-BAT-001,2023-11-23,683,660,23,HOUSING_DAMAGE_ASSEMBLY
3076,B-001538,PACKAGING_QC,IND-BAT-001,2023-11-23,660,648,12,DUST_CONTAMINATION
3077,B-001539,PRODUCTION_QC,IND-HBU-001,2023-11-23,338,323,15,HOUSING_SCRATCH
3078,B-001539,PACKAGING_QC,IND-HBU-001,2023-11-23,323,317,6,POOR_PACKAGING
3079,B-001540,PRODUCTION_QC,IND-HBU-001,2023-11-23,311,297,14,DUST_CONTAMINATION
3080,B-001540,PACKAGING_QC,IND-HBU-001,2023-11-23,297,293,4,FLICKER
3081,B-001541,PRODUCTION_QC,IND-WGL-001,2023-11-23,641,625,16,COLOR_CONTAMINATION
3082,B-001541,PACKAGING_QC,IND-WGL-001,2023-11-23,625,611,14,DUST_CONTAMINATION
3083,B-001542,PRODUCTION_QC,IND-WGL-001,2023-11-23,535,522,13,SOLDER_FAIL
3084,B-001542,PACKAGING_QC,IND-WGL-001,2023-11-23,522,513,9,COLOR_CONTAMINATION
3085,B-001543,PRODUCTION_QC,IND-EPL-001,2023-11-24,412,399,13,DRIVER_FAULT
3086,B-001543,PACKAGING_QC,IND-EPL-001,2023-11-24,399,392,7,POOR_PACKAGING
3087,B-001544,PRODUCTION_QC,IND-EPL-001,2023-11-24,519,506,13,DUST_CONTAMINATION
3088,B-001544,PACKAGING_QC,IND-EPL-001,2023-11-24,506,502,4,COLOR_CONTAMINATION
3089,B-001545,PRODUCTION_QC,IND-HBU-001,2023-11-24,320,305,15,HOUSING_DAMAGE_ASSEMBLY
3090,B-001545,PACKAGING_QC,IND-HBU-001,2023-11-24,305,302,3,DUST_CONTAMINATION
3091,B-001546,PRODUCTION_QC,IND-HBU-001,2023-11-24,249,239,10,HOUSING_SCRATCH
3092,B-001546,PACKAGING_QC,IND-HBU-001,2023-11-24,239,233,6,POOR_PACKAGING
3093,B-001547,PRODUCTION_QC,IND-WGL-001,2023-11-24,612,596,16,FLICKER
3094,B-001547,PACKAGING_QC,IND-WGL-001,2023-11-24,596,592,4,POOR_PACKAGING
3095,B-001548,PRODUCTION_QC,IND-WGL-001,2023-11-24,528,515,13,HOUSING_SCRATCH
3096,B-001548,PACKAGING_QC,IND-WGL-001,2023-11-24,515,505,10,DUST_CONTAMINATION
3097,B-001549,PRODUCTION_QC,IND-EPL-001,2023-11-25,496,476,20,HOUSING_SCRATCH
3098,B-001549,PACKAGING_QC,IND-EPL-001,2023-11-25,476,466,10,DUST_CONTAMINATION
3099,B-001550,PRODUCTION_QC,IND-HBU-001,2023-11-25,321,306,15,POOR_PACKAGING
3100,B-001550,PACKAGING_QC,IND-HBU-001,2023-11-25,306,300,6,HOUSING_SCRATCH
3101,B-001551,PRODUCTION_QC,IND-WGL-001,2023-11-25,624,602,22,HOUSING_SCRATCH
3102,B-001551,PACKAGING_QC,IND-WGL-001,2023-11-25,602,596,6,FLICKER
3103,B-001552,PRODUCTION_QC,IND-EPL-001,2023-11-27,532,517,15,POOR_PACKAGING
3104,B-001552,PACKAGING_QC,IND-EPL-001,2023-11-27,517,508,9,POOR_PACKAGING
3105,B-001553,PRODUCTION_QC,IND-EPL-001,2023-11-27,394,378,16,POOR_PACKAGING
3106,B-001553,PACKAGING_QC,IND-EPL-001,2023-11-27,378,372,6,DRIVER_FAULT
3107,B-001554,PRODUCTION_QC,IND-WGL-001,2023-11-27,536,523,13,FLICKER
3108,B-001554,PACKAGING_QC,IND-WGL-001,2023-11-27,523,510,13,DUST_CONTAMINATION
3109,B-001555,PRODUCTION_QC,IND-WGL-001,2023-11-27,581,568,13,POOR_PACKAGING
3110,B-001555,PACKAGING_QC,IND-WGL-001,2023-11-27,568,561,7,HOUSING_SCRATCH
3111,B-001556,PRODUCTION_QC,IND-WGL-001,2023-11-27,594,573,21,HOUSING_SCRATCH
3112,B-001556,PACKAGING_QC,IND-WGL-001,2023-11-27,573,566,7,POOR_PACKAGING
3113,B-001557,PRODUCTION_QC,OUT-FLD-001,2023-11-27,353,338,15,DRIVER_FAULT
3114,B-001557,PACKAGING_QC,OUT-FLD-001,2023-11-27,338,335,3,DUST_CONTAMINATION
3115,B-001558,PRODUCTION_QC,IND-EPL-001,2023-11-28,464,447,17,HOUSING_SCRATCH
3116,B-001558,PACKAGING_QC,IND-EPL-001,2023-11-28,447,443,4,DUST_CONTAMINATION
3117,B-001559,PRODUCTION_QC,IND-EPL-001,2023-11-28,520,502,18,HOUSING_DAMAGE_ASSEMBLY
3118,B-001559,PACKAGING_QC,IND-EPL-001,2023-11-28,502,498,4,DUST_CONTAMINATION
3119,B-001560,PRODUCTION_QC,IND-WGL-001,2023-11-28,493,477,16,HOUSING_SCRATCH
3120,B-001560,PACKAGING_QC,IND-WGL-001,2023-11-28,477,470,7,DUST_CONTAMINATION
3121,B-001561,PRODUCTION_QC,IND-WGL-001,2023-11-28,575,558,17,HOUSING_DAMAGE_ASSEMBLY
3122,B-001561,PACKAGING_QC,IND-WGL-001,2023-11-28,558,548,10,POOR_PACKAGING
3123,B-001562,PRODUCTION_QC,OUT-FLD-001,2023-11-28,241,231,10,SOLDER_FAIL
3124,B-001562,PACKAGING_QC,OUT-FLD-001,2023-11-28,231,229,2,HOUSING_DAMAGE_ASSEMBLY
3125,B-001563,PRODUCTION_QC,OUT-FLD-001,2023-11-28,302,289,13,HOUSING_SCRATCH
3126,B-001563,PACKAGING_QC,OUT-FLD-001,2023-11-28,289,283,6,POOR_PACKAGING
3127,B-001564,PRODUCTION_QC,IND-PAN-001,2023-11-29,471,453,18,FLICKER
3128,B-001564,PACKAGING_QC,IND-PAN-001,2023-11-29,453,445,8,DUST_CONTAMINATION
3129,B-001565,PRODUCTION_QC,IND-PAN-001,2023-11-29,533,517,16,HOUSING_DAMAGE_ASSEMBLY
3130,B-001565,PACKAGING_QC,IND-PAN-001,2023-11-29,517,505,12,HOUSING_SCRATCH
3131,B-001566,PRODUCTION_QC,IND-WGL-001,2023-11-29,578,564,14,LUMEN_OUT_OF_SPEC
3132,B-001566,PACKAGING_QC,IND-WGL-001,2023-11-29,564,560,4,HOUSING_DAMAGE_ASSEMBLY
3133,B-001567,PRODUCTION_QC,IND-EPL-001,2023-11-29,451,432,19,DRIVER_FAULT
3134,B-001567,PACKAGING_QC,IND-EPL-001,2023-11-29,432,424,8,SOLDER_FAIL
3135,B-001568,PRODUCTION_QC,IND-PAN-001,2023-11-29,498,482,16,POOR_PACKAGING
3136,B-001568,PACKAGING_QC,IND-PAN-001,2023-11-29,482,476,6,HOUSING_SCRATCH
3137,B-001569,PRODUCTION_QC,IND-PAN-001,2023-11-29,599,580,19,DUST_CONTAMINATION
