prod_log_id,date,shift_id,line_id,sku,planned_units,actual_units,planned_runtime_mins,actual_runtime_mins,downtime_mins,downtime_reason,ideal_cycle_time_sec,planned_operators,actual_operators,overtime_hours
1307,2023-10-05,2,1,IND-PAN-001,616,522,450,393,57,MATERIAL_SHORTAGE_INTERNAL,38,8,7,2.5
1308,2023-10-05,1,2,OUT-FLD-001,425,351,450,391,59,SCHEDULE_CHANGE_MGMT,55,6,5,0.0
1309,2023-10-05,2,2,OUT-FLD-001,425,365,450,399,51,MATERIAL_SHORTAGE_INTERNAL,55,6,5,0.0
1310,2023-10-05,1,3,IND-COB-001,1064,994,450,414,36,MACHINE_FAULT,22,5,4,1.2
1311,2023-10-05,2,3,IND-COB-001,1064,781,450,335,115,MANPOWER_SHORT,22,5,5,0.0
1312,2023-10-06,1,1,IND-PAN-001,616,530,450,384,66,MANPOWER_SHORT,38,8,8,0.0
1313,2023-10-06,2,1,IND-PAN-001,616,574,450,433,17,,38,8,7,0.0
1314,2023-10-06,1,2,OUT-FLD-001,425,366,450,406,44,,55,6,5,1.7
1315,2023-10-06,2,2,OUT-FLD-001,425,370,450,393,57,MANPOWER_SHORT,55,6,5,0.0
1316,2023-10-06,1,3,IND-COB-001,1064,939,450,407,43,,22,5,4,0.0
1317,2023-10-06,2,3,IND-COB-001,1064,946,450,429,21,,22,5,5,0.0
1318,2023-10-07,1,1,IND-PAN-001,616,569,450,408,42,SCHEDULE_CHANGE_MGMT,38,8,7,2.6
1319,2023-10-07,1,2,IND-HBU-001,360,221,450,313,137,CHANGEOVER,65,6,5,0.0
1320,2023-10-07,1,3,IND-COB-001,1064,825,450,360,90,POWER_OUTAGE,22,5,4,3.8
1321,2023-10-09,1,1,IND-PAN-001,616,568,450,405,45,MATERIAL_SHORTAGE_INTERNAL,38,8,7,0.0
1322,2023-10-09,2,1,IND-BAT-001,836,302,450,179,271,CHANGEOVER,28,8,7,0.0
1323,2023-10-09,1,2,IND-HBU-001,360,263,450,334,116,MANPOWER_SHORT,65,6,5,0.0
1324,2023-10-09,2,2,IND-HBU-001,360,272,450,363,87,POWER_OUTAGE,65,6,5,0.0
1325,2023-10-09,1,3,IND-COB-001,1064,745,450,341,109,PCB_SHORTAGE_SUPPLIER,22,5,4,0.0
1326,2023-10-09,2,3,IND-WGL-001,668,517,450,385,65,CHANGEOVER,35,5,4,0.0
1327,2023-10-10,1,1,IND-BAT-001,836,749,450,414,36,,28,8,7,1.8
1328,2023-10-10,2,1,IND-BAT-001,836,748,450,423,27,,28,8,6,6.1
1329,2023-10-10,1,2,OUT-FLD-001,425,328,450,384,66,CHANGEOVER,55,6,5,0.0
1330,2023-10-10,2,2,OUT-FLD-001,425,399,450,427,23,,55,6,5,0.0
1331,2023-10-10,1,3,IND-WGL-001,668,516,450,386,64,MACHINE_FAULT,35,5,5,0.0
1332,2023-10-10,2,3,IND-WGL-001,668,505,450,326,124,LED_CHIP_SHORTAGE_SUPPLIER,35,5,4,0.0
1333,2023-10-11,1,1,IND-PAN-001,616,416,450,308,142,CHANGEOVER,38,8,7,0.0
1334,2023-10-11,2,1,IND-PAN-001,616,522,450,439,11,,38,8,7,2.6
1335,2023-10-11,1,2,OUT-FLD-001,425,371,450,409,41,,55,6,5,1.6
1336,2023-10-11,2,2,OUT-FLD-001,425,376,450,420,30,,55,6,5,3.1
1337,2023-10-11,1,3,IND-WGL-001,668,581,450,419,31,,35,5,4,0.0
1338,2023-10-11,2,3,IND-BLB-001,1950,1496,450,350,100,CHANGEOVER,12,5,4,2.6
1339,2023-10-12,1,1,IND-PAN-001,616,544,450,425,25,,38,8,7,2.1
1340,2023-10-12,2,1,IND-PAN-001,616,563,450,440,10,,38,8,7,0.7
1341,2023-10-12,1,2,OUT-FLD-001,425,361,450,400,50,CLEANING_MAINTENANCE,55,6,5,0.0
1342,2023-10-12,2,2,OUT-FLD-001,425,296,450,353,97,MANPOWER_SHORT,55,6,5,0.0
1343,2023-10-12,1,3,IND-BLB-001,1950,1475,450,361,89,MACHINE_FAULT,12,5,4,0.0
1344,2023-10-12,2,3,IND-BLB-001,1950,1663,450,421,29,,12,5,4,5.0
1345,2023-10-13,1,1,IND-PAN-001,616,300,450,233,217,LED_CHIP_SHORTAGE_SUPPLIER,38,8,6,5.7
1346,2023-10-13,2,1,IND-PAN-001,616,405,450,309,141,PCB_SHORTAGE_SUPPLIER,38,8,7,2.2
1347,2023-10-13,1,2,OUT-FLD-001,425,338,450,372,78,MACHINE_FAULT,55,6,5,2.4
1348,2023-10-13,2,2,OUT-FLD-001,425,409,450,431,19,,55,6,5,1.1
1349,2023-10-13,1,3,IND-BLB-001,1950,1637,450,376,74,QUALITY_HOLD,12,5,5,0.0
1350,2023-10-13,2,3,IND-BLB-001,1950,1299,450,361,89,MACHINE_FAULT,12,5,4,0.0
1351,2023-10-14,1,1,IND-PAN-001,616,566,450,443,7,,38,8,7,0.0
1352,2023-10-14,1,2,OUT-FLD-001,425,399,450,424,26,,55,6,6,0.0
1353,2023-10-14,1,3,IND-BLB-001,1950,1526,450,367,83,MANPOWER_SHORT,12,5,4,0.0
1354,2023-10-16,1,1,IND-PAN-001,616,588,450,435,15,,38,8,7,0.0
1355,2023-10-16,2,1,IND-PAN-001,616,549,450,436,14,,38,8,7,2.3
1356,2023-10-16,1,2,OUT-FLD-001,425,334,450,418,32,,55,6,6,0.0
1357,2023-10-16,2,2,IND-WGL-001,668,468,450,340,110,CHANGEOVER,35,6,5,0.0
1358,2023-10-16,1,3,IND-BLB-001,1950,1753,450,417,33,,12,5,4,0.0
1359,2023-10-16,2,3,IND-BLB-001,1950,1052,450,277,173,PCB_SHORTAGE_SUPPLIER,12,5,4,3.2
1360,2023-10-17,1,1,IND-EPL-001,557,449,450,387,63,CHANGEOVER,42,8,7,0.8
1361,2023-10-17,2,1,IND-EPL-001,557,444,450,385,65,SCHEDULE_CHANGE_MGMT,42,8,6,2.1
1362,2023-10-17,1,2,IND-WGL-001,668,569,450,404,46,,35,6,5,2.2
1363,2023-10-17,2,2,IND-WGL-001,668,580,450,412,38,,35,6,5,3.4
1364,2023-10-17,1,3,IND-BLB-001,1950,1477,450,380,70,MATERIAL_SHORTAGE_INTERNAL,12,5,4,3.3
1365,2023-10-17,2,3,IND-BLB-001,1950,1654,450,423,27,,12,5,4,1.9
1366,2023-10-18,1,1,IND-EPL-001,557,468,450,438,12,,42,8,7,0.0
1367,2023-10-18,2,1,IND-EPL-001,557,417,450,354,96,POWER_OUTAGE,42,8,7,1.1
1368,2023-10-18,1,2,IND-WGL-001,668,619,450,424,26,,35,6,5,0.0
1369,2023-10-18,2,2,IND-COB-001,1064,823,450,354,96,CHANGEOVER,22,6,5,0.0
1370,2023-10-18,1,3,OUT-STR-001,325,248,450,349,101,CHANGEOVER,72,5,5,0.0
1371,2023-10-18,2,3,OUT-STR-001,325,267,450,409,41,,72,5,4,0.0
1372,2023-10-19,1,1,IND-EPL-001,557,515,450,429,21,,42,8,7,1.9
1373,2023-10-19,2,1,IND-EPL-001,557,354,450,304,146,PCB_SHORTAGE_SUPPLIER,42,8,6,2.6
1374,2023-10-19,1,2,IND-COB-001,1064,843,450,403,47,SCHEDULE_CHANGE_MGMT,22,6,5,0.0
1375,2023-10-19,2,2,IND-COB-001,1064,723,450,350,100,MANPOWER_SHORT,22,6,4,0.0
1376,2023-10-19,1,3,OUT-STR-001,325,299,450,411,39,,72,5,4,0.0
1377,2023-10-19,2,3,OUT-STR-001,325,233,450,348,102,LED_CHIP_SHORTAGE_SUPPLIER,72,5,5,0.0
1378,2023-10-20,1,1,IND-EPL-001,557,442,450,408,42,,42,8,6,0.0
1379,2023-10-20,2,1,IND-EPL-001,557,480,450,426,24,,42,8,7,2.1
1380,2023-10-20,1,2,IND-COB-001,1064,971,450,431,19,,22,6,5,0.0
1381,2023-10-20,2,2,IND-COB-001,1064,935,450,411,39,,22,6,5,0.0
1382,2023-10-20,1,3,OUT-STR-001,325,255,450,357,93,MANPOWER_SHORT,72,5,5,0.0
1383,2023-10-20,2,3,OUT-STR-001,325,252,450,381,69,SCHEDULE_CHANGE_MGMT,72,5,4,4.9
1384,2023-10-21,1,1,IND-COB-001,1064,844,450,371,79,CHANGEOVER,22,8,7,2.4
1385,2023-10-21,1,2,IND-COB-001,1064,950,450,402,48,MATERIAL_SHORTAGE_INTERNAL,22,6,6,0.0
1386,2023-10-21,1,3,OUT-STR-001,325,288,450,426,24,,72,5,4,0.0
1387,2023-10-23,1,1,IND-COB-001,1064,975,450,416,34,,22,8,7,1.4
1388,2023-10-23,2,1,IND-COB-001,1064,840,450,354,96,MACHINE_FAULT,22,8,7,2.9
1389,2023-10-23,1,2,IND-COB-001,1064,884,450,429,21,,22,6,5,0.0
1390,2023-10-23,2,2,IND-COB-001,1064,552,450,262,188,PCB_SHORTAGE_SUPPLIER,22,6,5,2.8
1391,2023-10-23,1,3,OUT-STR-001,325,322,450,441,9,,72,5,4,2.9
1392,2023-10-23,2,3,IND-WGL-001,668,438,450,329,121,CHANGEOVER,35,5,5,0.0
1393,2023-10-24,1,1,IND-EPL-001,557,423,450,376,74,CHANGEOVER,42,8,7,1.2
1394,2023-10-24,2,1,IND-EPL-001,557,463,450,407,43,,42,8,6,2.4
1395,2023-10-24,1,2,IND-COB-001,1064,1018,450,426,24,,22,6,5,1.1
1396,2023-10-24,2,2,IND-COB-001,1064,898,450,390,60,MATERIAL_SHORTAGE_INTERNAL,22,6,4,3.5
1397,2023-10-24,1,3,IND-WGL-001,668,533,450,371,79,MACHINE_FAULT,35,5,4,3.7
1398,2023-10-24,2,3,IND-WGL-001,668,515,450,376,74,MACHINE_FAULT,35,5,4,0.0
1399,2023-10-25,1,1,IND-EPL-001,557,468,450,390,60,QUALITY_HOLD,42,8,6,3.5
1400,2023-10-25,2,1,IND-EPL-001,557,501,450,424,26,,42,8,7,2.2
1401,2023-10-25,1,2,OUT-STR-001,325,206,450,297,153,CHANGEOVER,72,6,6,0.0
1402,2023-10-25,2,2,OUT-STR-001,325,311,450,425,25,,72,6,5,3.6
1403,2023-10-25,1,3,IND-WGL-001,668,652,450,424,26,,35,5,4,4.1
1404,2023-10-25,2,3,IND-WGL-001,668,584,450,424,26,,35,5,4,0.0
1405,2023-10-26,1,1,IND-EPL-001,557,464,450,363,87,MANPOWER_SHORT,42,8,7,0.0
1406,2023-10-26,2,1,IND-COB-001,1064,635,450,314,136,CHANGEOVER,22,8,6,1.6
1407,2023-10-26,1,2,OUT-STR-001,325,296,450,414,36,,72,6,5,0.0
1408,2023-10-26,2,2,OUT-STR-001,325,306,450,430,20,,72,6,5,0.0
1409,2023-10-26,1,3,IND-WGL-001,668,451,450,327,123,MACHINE_FAULT,35,5,4,3.2
1410,2023-10-26,2,3,IND-WGL-001,668,483,450,348,102,MANPOWER_SHORT,35,5,4,1.5
1411,2023-10-27,1,1,IND-COB-001,1064,908,450,384,66,QUALITY_HOLD,22,8,7,1.8
1412,2023-10-27,2,1,IND-COB-001,1064,976,450,427,23,,22,8,6,3.2
1413,2023-10-27,1,2,OUT-STR-001,325,312,450,412,38,,72,6,5,0.0
1414,2023-10-27,2,2,OUT-STR-001,325,279,450,422,28,,72,6,5,0.0
1415,2023-10-27,1,3,IND-HBU-001,360,255,450,325,125,CHANGEOVER,65,5,4,0.0
1416,2023-10-27,2,3,IND-HBU-001,360,293,450,400,50,SCHEDULE_CHANGE_MGMT,65,5,4,1.6
1417,2023-10-28,1,1,IND-COB-001,1064,1021,450,406,44,CLEANING_MAINTENANCE,22,8,6,0.0
1418,2023-10-28,1,2,OUT-STR-001,325,283,450,431,19,,72,6,5,0.0
1419,2023-10-28,1,3,IND-HBU-001,360,324,450,421,29,,65,5,4,0.0
1420,2023-10-30,1,1,IND-COB-001,1064,889,450,432,18,,22,8,6,0.0
1421,2023-10-30,2,1,IND-COB-001,1064,928,450,399,51,,22,8,6,0.0
1422,2023-10-30,1,2,OUT-STR-001,325,259,450,381,69,MACHINE_FAULT,72,6,5,0.0
1423,2023-10-30,2,2,OUT-STR-001,325,177,450,262,188,LED_CHIP_SHORTAGE_SUPPLIER,72,6,5,4.2
1424,2023-10-30,1,3,IND-HBU-001,360,313,450,433,17,,65,5,4,0.0
1425,2023-10-30,2,3,IND-HBU-001,360,283,450,341,109,PCB_SHORTAGE_SUPPLIER,65,5,5,0.0
1426,2023-10-31,1,1,IND-COB-001,1064,911,450,397,53,MATERIAL_SHORTAGE_INTERNAL,22,8,7,2.8
1427,2023-10-31,2,1,IND-COB-001,1064,1038,450,440,10,,22,8,7,3.0
1428,2023-10-31,1,2,IND-PAN-001,616,464,450,348,102,CHANGEOVER,38,6,5,2.1
1429,2023-10-31,2,2,IND-PAN-001,616,520,450,416,34,,38,6,6,0.0
1430,2023-10-31,1,3,IND-HBU-001,360,290,450,366,84,SCHEDULE_CHANGE_MGMT,65,5,4,0.0
1431,2023-10-31,2,3,IND-HBU-001,360,281,450,396,54,CLEANING_MAINTENANCE,65,5,4,0.0
1432,2023-11-01,1,1,IND-BLB-001,1950,1366,450,329,121,CHANGEOVER,12,8,7,0.0
1433,2023-11-01,2,1,IND-BLB-001,1950,1788,450,435,15,,12,8,6,0.0
1434,2023-11-01,1,2,IND-PAN-001,616,534,450,392,58,MATERIAL_SHORTAGE_INTERNAL,38,6,5,0.0
1435,2023-11-01,2,2,IND-PAN-001,616,519,450,381,69,MACHINE_FAULT,38,6,5,4.0
1436,2023-11-01,1,3,IND-HBU-001,360,303,450,399,51,MANPOWER_SHORT,65,5,4,4.9
1437,2023-11-01,2,3,IND-WGL-001,668,345,450,259,191,CHANGEOVER,35,5,4,1.6
1438,2023-11-02,1,1,IND-BLB-001,1950,1642,450,393,57,MANPOWER_SHORT,12,8,7,1.2
1439,2023-11-02,2,1,IND-BLB-001,1950,1514,450,384,66,QUALITY_HOLD,12,8,7,1.1
1440,2023-11-02,1,2,OUT-STR-001,325,248,450,351,99,CHANGEOVER,72,6,5,0.0
1441,2023-11-02,2,2,OUT-STR-001,325,298,450,415,35,,72,6,5,0.0
1442,2023-11-02,1,3,IND-WGL-001,668,528,450,359,91,MANPOWER_SHORT,35,5,4,4.8
1443,2023-11-02,2,3,IND-WGL-001,668,540,450,386,64,MANPOWER_SHORT,35,5,4,0.0
1444,2023-11-03,1,1,IND-BLB-001,1950,1922,450,413,37,MANPOWER_SHORT,12,8,7,0.0
1445,2023-11-03,2,1,IND-BLB-001,1950,1540,450,415,35,SCHEDULE_CHANGE_MGMT,12,8,7,2.2
1446,2023-11-03,1,2,OUT-STR-001,325,226,450,325,125,MANPOWER_SHORT,72,6,5,3.4
1447,2023-11-03,2,2,OUT-STR-001,325,240,450,364,86,SCHEDULE_CHANGE_MGMT,72,6,4,0.0
1448,2023-11-03,1,3,IND-WGL-001,668,556,450,361,89,CLEANING_MAINTENANCE,35,5,4,0.0
1449,2023-11-03,2,3,IND-HBU-001,360,289,450,389,61,CHANGEOVER,65,5,4,0.0
1450,2023-11-04,1,1,IND-BLB-001,1950,1480,450,346,104,MANPOWER_SHORT,12,8,6,2.2
1451,2023-11-04,1,2,OUT-STR-001,325,261,450,364,86,MATERIAL_SHORTAGE_INTERNAL,72,6,5,0.0
1452,2023-11-04,1,3,IND-HBU-001,360,283,450,378,72,MANPOWER_SHORT,65,5,4,2.3
1453,2023-11-06,1,1,IND-BLB-001,1950,1408,450,338,112,MANPOWER_SHORT,12,8,7,1.6
1454,2023-11-06,2,1,IND-BLB-001,1950,1736,450,423,27,,12,8,7,2.8
1455,2023-11-06,1,2,OUT-FLD-001,425,341,450,364,86,CHANGEOVER,55,6,5,0.0
1456,2023-11-06,2,2,OUT-FLD-001,425,396,450,438,12,,55,6,6,0.0
1457,2023-11-06,1,3,IND-HBU-001,360,301,450,387,63,CLEANING_MAINTENANCE,65,5,4,0.0
1458,2023-11-06,2,3,IND-HBU-001,360,269,450,369,81,MANPOWER_SHORT,65,5,4,1.4
1459,2023-11-07,1,1,IND-BLB-001,1950,1658,450,387,63,MACHINE_FAULT,12,8,7,1.9
1460,2023-11-07,2,1,IND-HBU-001,360,149,450,188,262,CHANGEOVER,65,8,7,0.0
1461,2023-11-07,1,2,OUT-FLD-001,425,364,450,396,54,MANPOWER_SHORT,55,6,5,2.9
1462,2023-11-07,2,2,OUT-FLD-001,425,298,450,347,103,MACHINE_FAULT,55,6,5,4.1
1463,2023-11-07,1,3,IND-HBU-001,360,309,450,398,52,MANPOWER_SHORT,65,5,4,0.0
1464,2023-11-07,2,3,OUT-FLD-001,425,295,450,314,136,CHANGEOVER,55,5,5,0.0
1465,2023-11-08,1,1,IND-HBU-001,360,355,450,433,17,,65,8,7,0.9
1466,2023-11-08,2,1,IND-HBU-001,360,284,450,390,60,QUALITY_HOLD,65,8,6,0.0
1467,2023-11-08,1,2,OUT-FLD-001,425,333,450,381,69,MATERIAL_SHORTAGE_INTERNAL,55,6,5,1.8
1468,2023-11-08,2,2,OUT-STR-001,325,267,450,399,51,CHANGEOVER,72,6,5,0.0
1469,2023-11-08,1,3,OUT-FLD-001,425,295,450,338,112,MANPOWER_SHORT,55,5,4,3.1
1470,2023-11-08,2,3,OUT-FLD-001,425,261,450,320,130,LED_CHIP_SHORTAGE_SUPPLIER,55,5,4,4.3
1471,2023-11-09,1,1,IND-HBU-001,360,228,450,308,142,MACHINE_FAULT,65,8,7,0.0
1472,2023-11-09,2,1,IND-HBU-001,360,300,450,382,68,QUALITY_HOLD,65,8,6,0.0
1473,2023-11-09,1,2,OUT-STR-001,325,260,450,351,99,MANPOWER_SHORT,72,6,5,1.7
1474,2023-11-09,2,2,OUT-STR-001,325,198,450,300,150,PCB_SHORTAGE_SUPPLIER,72,6,5,0.0
1475,2023-11-09,1,3,OUT-FLD-001,425,282,450,318,132,PCB_SHORTAGE_SUPPLIER,55,5,4,0.0
1476,2023-11-09,2,3,OUT-FLD-001,425,321,450,381,69,MACHINE_FAULT,55,5,4,0.0
1477,2023-11-10,1,1,IND-HBU-001,360,289,450,357,93,MANPOWER_SHORT,65,8,7,1.0
1478,2023-11-10,2,1,IND-HBU-001,360,308,450,435,15,,65,8,8,0.0
1479,2023-11-10,1,2,IND-EPL-001,557,483,450,367,83,CHANGEOVER,42,6,5,0.9
1480,2023-11-10,2,2,IND-EPL-001,557,499,450,426,24,,42,6,5,0.0
1481,2023-11-10,1,3,OUT-FLD-001,425,378,450,414,36,SCHEDULE_CHANGE_MGMT,55,5,4,2.9
1482,2023-11-10,2,3,OUT-FLD-001,425,358,450,403,47,CLEANING_MAINTENANCE,55,5,4,4.9
1483,2023-11-11,1,1,IND-HBU-001,360,337,450,428,22,,65,8,7,2.8
1484,2023-11-11,1,2,IND-EPL-001,557,518,450,429,21,,42,6,5,0.0
1485,2023-11-11,1,3,OUT-FLD-001,425,308,450,373,77,PCB_SHORTAGE_SUPPLIER,55,5,5,0.0
1486,2023-11-13,1,1,IND-HBU-001,360,320,450,427,23,,65,8,7,1.7
1487,2023-11-13,2,1,IND-HBU-001,360,321,450,419,31,,65,8,7,1.3
1488,2023-11-13,1,2,IND-EPL-001,557,481,450,426,24,,42,6,5,0.0
1489,2023-11-13,2,2,IND-EPL-001,557,425,450,396,54,,42,6,5,0.0
1490,2023-11-13,1,3,OUT-FLD-001,425,361,450,377,73,MANPOWER_SHORT,55,5,4,3.4
1491,2023-11-13,2,3,IND-COB-001,1064,795,450,379,71,CHANGEOVER,22,5,4,3.7
1492,2023-11-14,1,1,IND-BLB-001,1950,1535,450,395,55,CHANGEOVER,12,8,7,0.0
1493,2023-11-14,2,1,IND-BLB-001,1950,1651,450,394,56,MATERIAL_SHORTAGE_INTERNAL,12,8,8,0.0
1494,2023-11-14,1,2,IND-EPL-001,557,432,450,392,58,MATERIAL_SHORTAGE_INTERNAL,42,6,5,0.0
1495,2023-11-14,2,2,IND-EPL-001,557,533,450,432,18,,42,6,5,0.0
1496,2023-11-14,1,3,IND-COB-001,1064,842,450,365,85,MANPOWER_SHORT,22,5,4,0.0
1497,2023-11-14,2,3,IND-COB-001,1064,771,450,330,120,MANPOWER_SHORT,22,5,4,3.7
1498,2023-11-15,1,1,IND-BLB-001,1950,1795,450,417,33,CLEANING_MAINTENANCE,12,8,7,0.0
1499,2023-11-15,2,1,IND-BLB-001,1950,1659,450,415,35,SCHEDULE_CHANGE_MGMT,12,8,7,0.0
1500,2023-11-15,1,2,IND-EPL-001,557,495,450,422,28,,42,6,5,0.0
1501,2023-11-15,2,2,IND-EPL-001,557,451,450,404,46,,42,6,5,0.0
1502,2023-11-15,1,3,IND-COB-001,1064,1020,450,425,25,,22,5,4,0.0
1503,2023-11-15,2,3,IND-COB-001,1064,924,450,412,38,CLEANING_MAINTENANCE,22,5,4,3.9
1504,2023-11-16,1,1,IND-BLB-001,1950,1757,450,440,10,,12,8,7,0.0
1505,2023-11-16,2,1,IND-EPL-001,557,417,450,339,111,CHANGEOVER,42,8,7,1.5
1506,2023-11-16,1,2,IND-EPL-001,557,547,450,437,13,,42,6,5,0.0
1507,2023-11-16,2,2,IND-BLB-001,1950,1516,450,391,59,CHANGEOVER,12,6,6,0.0
1508,2023-11-16,1,3,IND-COB-001,1064,913,450,412,38,,22,5,4,0.0
1509,2023-11-16,2,3,IND-COB-001,1064,905,450,409,41,,22,5,4,2.7
1510,2023-11-17,1,1,IND-EPL-001,557,467,450,409,41,MACHINE_FAULT,42,8,7,1.5
1511,2023-11-17,2,1,IND-EPL-001,557,492,450,382,68,MACHINE_FAULT,42,8,7,2.0
1512,2023-11-17,1,2,IND-BLB-001,1950,1295,450,324,126,MANPOWER_SHORT,12,6,5,3.7
1513,2023-11-17,2,2,IND-BLB-001,1950,1200,450,313,137,LED_CHIP_SHORTAGE_SUPPLIER,12,6,5,3.2
1514,2023-11-17,1,3,IND-COB-001,1064,962,450,427,23,,22,5,4,0.0
1515,2023-11-17,2,3,OUT-STR-001,325,231,450,360,90,CHANGEOVER,72,5,4,0.0
1516,2023-11-18,1,1,IND-EPL-001,557,509,450,423,27,,42,8,6,0.0
1517,2023-11-18,1,2,IND-BLB-001,1950,1579,450,360,90,MANPOWER_SHORT,12,6,5,0.0
1518,2023-11-18,1,3,OUT-STR-001,325,249,450,375,75,SCHEDULE_CHANGE_MGMT,72,5,4,1.0
1519,2023-11-20,1,1,IND-EPL-001,557,528,450,426,24,,42,8,7,2.1
1520,2023-11-20,2,1,IND-EPL-001,557,470,450,391,59,MACHINE_FAULT,42,8,7,2.4
1521,2023-11-20,1,2,IND-BLB-001,1950,1534,450,346,104,MACHINE_FAULT,12,6,5,1.8
1522,2023-11-20,2,2,IND-HBU-001,360,256,450,339,111,CHANGEOVER,65,6,5,3.6
1523,2023-11-20,1,3,OUT-STR-001,325,314,450,418,32,,72,5,5,0.0
1524,2023-11-20,2,3,OUT-STR-001,325,303,450,428,22,,72,5,5,0.0
1525,2023-11-21,1,1,IND-BAT-001,836,625,450,344,106,CHANGEOVER,28,8,6,3.6
1526,2023-11-21,2,1,IND-BAT-001,836,647,450,354,96,MANPOWER_SHORT,28,8,7,2.8
1527,2023-11-21,1,2,IND-HBU-001,360,325,450,418,32,,65,6,5,0.0
1528,2023-11-21,2,2,IND-HBU-001,360,302,450,391,59,SCHEDULE_CHANGE_MGMT,65,6,5,1.3
1529,2023-11-21,1,3,OUT-STR-001,325,330,450,440,10,,72,5,4,3.2
1530,2023-11-21,2,3,IND-WGL-001,668,484,450,332,118,CHANGEOVER,35,5,5,0.0
1531,2023-11-22,1,1,IND-BAT-001,836,648,450,366,84,MANPOWER_SHORT,28,8,6,3.1
1532,2023-11-22,2,1,IND-BAT-001,836,688,450,386,64,MACHINE_FAULT,28,8,6,0.0
1533,2023-11-22,1,2,IND-HBU-001,360,340,450,433,17,,65,6,5,2.5
1534,2023-11-22,2,2,IND-HBU-001,360,275,450,392,58,MATERIAL_SHORTAGE_INTERNAL,65,6,5,2.2
1535,2023-11-22,1,3,IND-WGL-001,668,568,450,405,45,MACHINE_FAULT,35,5,4,0.0
1536,2023-11-22,2,3,IND-WGL-001,668,524,450,413,37,,35,5,4,0.0
1537,2023-11-23,1,1,IND-BAT-001,836,741,450,429,21,,28,8,7,0.0
1538,2023-11-23,2,1,IND-BAT-001,836,683,450,424,26,,28,8,6,5.0
1539,2023-11-23,1,2,IND-HBU-001,360,338,450,433,17,,65,6,5,0.0
1540,2023-11-23,2,2,IND-HBU-001,360,311,450,430,20,,65,6,5,1.6
1541,2023-11-23,1,3,IND-WGL-001,668,641,450,427,23,,35,5,4,2.8
1542,2023-11-23,2,3,IND-WGL-001,668,535,450,385,65,CLEANING_MAINTENANCE,35,5,4,4.1
1543,2023-11-24,1,1,IND-EPL-001,557,412,450,354,96,CHANGEOVER,42,8,7,1.5
1544,2023-11-24,2,1,IND-EPL-001,557,519,450,421,29,,42,8,7,1.2
1545,2023-11-24,1,2,IND-HBU-001,360,320,450,385,65,QUALITY_HOLD,65,6,5,1.4
1546,2023-11-24,2,2,IND-HBU-001,360,249,450,333,117,POWER_OUTAGE,65,6,5,0.0
1547,2023-11-24,1,3,IND-WGL-001,668,612,450,432,18,,35,5,5,0.0
1548,2023-11-24,2,3,IND-WGL-001,668,528,450,403,47,,35,5,4,5.0
1549,2023-11-25,1,1,IND-EPL-001,557,496,450,390,60,QUALITY_HOLD,42,8,6,5.7
1550,2023-11-25,1,2,IND-HBU-001,360,321,450,385,65,CLEANING_MAINTENANCE,65,6,5,2.3
1551,2023-11-25,1,3,IND-WGL-001,668,624,450,431,19,,35,5,4,2.4
1552,2023-11-27,1,1,IND-EPL-001,557,532,450,441,9,,42,8,7,1.4
1553,2023-11-27,2,1,IND-EPL-001,557,394,450,320,130,PCB_SHORTAGE_SUPPLIER,42,8,7,0.0
1554,2023-11-27,1,2,IND-WGL-001,668,536,450,378,72,CHANGEOVER,35,6,5,2.3
1555,2023-11-27,2,2,IND-WGL-001,668,581,450,391,59,QUALITY_HOLD,35,6,5,0.0
1556,2023-11-27,1,3,IND-WGL-001,668,594,450,389,61,MATERIAL_SHORTAGE_INTERNAL,35,5,4,0.0
1557,2023-11-27,2,3,OUT-FLD-001,425,353,450,375,75,CHANGEOVER,55,5,4,2.6
1558,2023-11-28,1,1,IND-EPL-001,557,464,450,383,67,MACHINE_FAULT,42,8,7,0.0
1559,2023-11-28,2,1,IND-EPL-001,557,520,450,445,5,,42,8,7,1.4
1560,2023-11-28,1,2,IND-WGL-001,668,493,450,364,86,MATERIAL_SHORTAGE_INTERNAL,35,6,5,2.2
1561,2023-11-28,2,2,IND-WGL-001,668,575,450,437,13,,35,6,5,1.8
1562,2023-11-28,1,3,OUT-FLD-001,425,241,450,270,180,PCB_SHORTAGE_SUPPLIER,55,5,4,3.9
1563,2023-11-28,2,3,OUT-FLD-001,425,302,450,355,95,MACHINE_FAULT,55,5,4,0.0
1564,2023-11-29,1,1,IND-PAN-001,616,471,450,356,94,CHANGEOVER,38,8,6,5.0
1565,2023-11-29,2,1,IND-PAN-001,616,533,450,405,45,MACHINE_FAULT,38,8,7,0.8
1566,2023-11-29,1,2,IND-WGL-001,668,578,450,395,55,SCHEDULE_CHANGE_MGMT,35,6,5,3.2
1567,2023-11-29,2,2,IND-EPL-001,557,451,450,387,63,CHANGEOVER,42,6,5,3.2
1568,2023-11-29,1,3,IND-PAN-001,616,498,450,371,79,CHANGEOVER,38,5,5,0.0
1569,2023-11-29,2,3,IND-PAN-001,616,599,450,435,15,,38,5,5,0.0
1570,2023-11-30,1,1,IND-PAN-001,616,568,450,439,11,,38,8,7,1.4
1571,2023-11-30,2,1,IND-PAN-001,616,507,450,391,59,,38,8,6,2.1
1572,2023-11-30,1,2,IND-EPL-001,557,485,450,440,10,,42,6,5,1.7
